id,latitude,longitude,price,city_name,locality,per_square_feet_rate,floor_count,floor_number,property_type,under_construction,date_added,available_from,apartment_type,age_of_property,age_of_property_date,main_entrance_facing,status,built_up_area,bedroom_count,bathroom_count,has_swimming_pool,has_gym,number_of_lifts,parking_count,has_gas_pipeline,water_supply_type,has_servant_room,power_backup_type,is_gated_community,security_type,is_society_formed,region_name,neighbourhood_score
649979,19.136031,72.869494,6500000,Mumbai,Jogeshwari East,14444,8,6,Apartment,0,2015-11-06T23:19:03.167+05:30,2015-11-04,1 BHK,15,2000-11-06,South,ACTIVE,450,1,1,0,0,1,1,1,Municipal Water,0,None,1,Basic,None,Western Suburbs,-1
626002,19.258254,72.873728,4300000,Mumbai,Dahisar East,9110,13,11,Apartment,0,2015-10-27T04:49:30.784+05:30,2015-10-26,1 BHK,5,2010-10-26,East,ACTIVE,472,1,1,0,0,2,0,0,Bore and Municipal water,0,None,0,Advanced,None,Western Suburbs,-1
618939,19.17071,72.844759,10485000,Mumbai,Goregaon West,9531,22,13,Apartment,0,2015-10-23T01:08:29.076+05:30,2015-12-31,2 BHK,0,2015-10-22,East,ACTIVE,1100,2,2,1,0,3,0,0,Municipal Water,0,None,0,Advanced,None,Western Suburbs,-1
104789,19.029858,72.891288,7500000,Mumbai,Chembur,13274,8,3,Apartment,0,2015-11-06T16:13:48.319+05:30,2015-11-07,1 BHK,8,2006-10-30,North,ACTIVE,565,1,1,0,0,1,0,0,Municipal Water,0,None,1,Advanced,None,Mumbai Harbour,-1
229047,19.160769,72.948808,6500000,Mumbai,Mulund West,12037,8,0,Apartment,0,2015-10-30T14:26:30.388+05:30,2015-05-14,1 BHK,1,2014-05-14,East,ACTIVE,540,1,1,0,0,1,1,0,Bore and Municipal water,0,Full,0,Basic,None,Central Bombay,-1
607463,19.221983,72.843729,3300000,Mumbai,Borivali West,14666,2,0,Apartment,0,2015-10-19T13:10:51.404+05:30,2015-10-01,1 RK,1,2014-10-16,West,ACTIVE,225,1,1,0,0,0,0,0,Municipal Water,0,None,1,Advanced,None,Western Suburbs,-1
610762,19.166586,72.951848,4200000,Mumbai,Mulund West,11200,8,1,Apartment,0,2015-10-19T14:42:45.081+05:30,2015-10-19,1 BHK,0,2015-10-19,East,ACTIVE,375,1,1,0,0,2,0,0,Municipal Water,0,None,1,Basic,None,Central Bombay,-1
626819,19.144422,72.805305,2500000,Mumbai,Andheri West,5555,3,2,Apartment,0,2015-10-27T13:23:56.759+05:30,2015-10-30,1 BHK,2,2013-10-27,South-West,ACTIVE,450,1,1,0,0,0,0,0,Municipal Water,0,None,1,Basic,None,Western Suburbs,-1
12516,19.058092,72.90192,7000000,Mumbai,Chembur,11666,7,4,Apartment,0,2015-10-22T12:21:32.278+05:30,2013-09-26,1 BHK,1,2012-09-27,East,ACTIVE,600,1,0,0,0,1,1,0,None,0,None,1,Basic,None,Mumbai Harbour,-1
661785,19.042049,72.872955,4300000,Mumbai,Sion,14333,8,0,Apartment,0,2015-11-16T20:36:18.012+05:30,2015-11-08,1 BHK,7,2008-11-16,West,ACTIVE,300,1,1,0,0,1,0,0,Municipal Water,0,None,1,Basic,None,Central Bombay,-1
99384,19.177634,72.869542,8500000,Mumbai,Malad East,12408,6,4,Apartment,0,2015-11-09T19:13:36.659+05:30,2014-10-08,1 BHK,1,2013-10-07,North,ACTIVE,685,1,2,0,0,1,2,0,Municipal Water,0,None,1,Basic,None,Western Suburbs,-1
640900,19.256414,72.873063,9500000,Mumbai,Dahisar East,11309,9,8,Apartment,0,2015-11-03T00:19:02.251+05:30,2015-11-03,2 BHK,5,2010-11-02,South,ACTIVE,840,2,2,0,0,1,1,0,Bore and Municipal water,0,None,1,Basic,None,Western Suburbs,-1
648066,19.215575,72.817112,8700000,Mumbai,Kandivali West,12794,8,3,Apartment,0,2015-11-07T15:43:28.277+05:30,2015-11-05,1 BHK,9,2006-11-05,South,ACTIVE,680,1,2,0,0,1,0,1,Municipal Water,0,None,0,Basic,None,Western Suburbs,-1
610032,19.251481,72.847063,12500000,Mumbai,Borivali West,14705,10,9,Apartment,0,2015-10-23T12:55:13.954+05:30,2015-10-17,2 BHK,1,2014-10-17,North-West,ACTIVE,850,2,2,0,0,2,1,1,Bore and Municipal water,0,None,1,Advanced,None,Western Suburbs,-1
630429,19.156489,72.887058,5500000,Mumbai,Goregaon East,7746,20,4,Apartment,0,2015-10-29T02:23:05.053+05:30,2015-10-28,1 BHK,13,2002-10-28,North,ACTIVE,710,1,2,0,0,2,1,0,Municipal Water,0,None,1,Advanced,None,Western Suburbs,-1
8024,19.078018,72.853298,9000000,Mumbai,Santacruz East,14285,7,2,Apartment,0,2015-11-05T15:13:01.329+05:30,2015-11-05,1 BHK,5,2008-08-18,North-West,ACTIVE,630,1,0,0,0,1,1,1,None,0,None,1,Basic,None,Western Suburbs,-1
610743,19.113381,72.896526,6000000,Mumbai,Powai,14285,8,0,Apartment,0,2015-10-19T14:46:43.439+05:30,2015-10-19,1 RK,15,2000-10-19,East,ACTIVE,420,1,1,0,0,1,0,0,Municipal Water,0,None,1,Basic,None,Central Bombay,-1
655763,19.037174,72.85014,14400000,Mumbai,Matunga,14693,17,2,Apartment,0,2015-11-10T19:41:06.877+05:30,2015-11-10,2 BHK,1,2014-11-10,North,ACTIVE,980,2,2,0,1,3,1,0,Municipal Water,0,Partial,1,Advanced,None,South Mumbai,-1
626130,19.118695,72.887916,14000000,Mumbai,Andheri East,13023,13,2,Apartment,0,2015-10-27T03:59:47.598+05:30,2015-10-26,2 BHK,5,2010-10-26,West,ACTIVE,1075,2,2,1,1,2,0,0,Municipal Water,0,None,1,Advanced,None,Western Suburbs,-1
11223,19.071087,72.898594,7000000,Mumbai,Tilak Nagar,14000,7,5,Apartment,0,2015-10-27T11:40:56.329+05:30,2013-09-13,1 BHK,1,2012-09-14,North,ACTIVE,500,1,0,0,0,2,0,0,None,0,None,1,Advanced,None,Mumbai Harbour,-1
115147,19.190728,72.85614,6500000,Mumbai,Malad East,13541,7,1,Apartment,0,2015-11-05T17:53:21.687+05:30,2015-11-05,1 BHK,8,2006-11-26,East,ACTIVE,480,1,1,0,0,1,2,0,Bore and Municipal water,0,None,1,Basic,None,Western Suburbs,-1
625189,19.201243,72.8253,3300000,Mumbai,Kandivali West,9705,8,7,Apartment,0,2015-10-27T00:49:48.072+05:30,2015-10-26,1 RK,14,2001-10-26,North-East,ACTIVE,340,1,1,0,0,1,0,0,Bore and Municipal water,0,None,1,Advanced,None,Western Suburbs,-1
648734,19.249524,72.856291,8300000,Mumbai,Dahisar West,12868,13,10,Apartment,0,2015-11-07T18:19:42.565+05:30,2015-11-05,1 BHK,1,2014-11-05,East,ACTIVE,645,1,2,0,0,2,0,0,Bore and Municipal water,0,None,0,Advanced,None,Western Suburbs,-1
612510,19.160665,72.840795,7000000,Mumbai,Goregaon West,13725,8,1,Apartment,0,2015-10-20T01:07:03.180+05:30,2015-11-30,1 BHK,0,2015-10-19,East,ACTIVE,510,1,1,0,0,1,0,0,Municipal Water,0,None,1,Basic,None,Western Suburbs,-1
1196,19.110207,72.856527,4400000,Mumbai,Andheri East,12222,7,7,Apartment,0,2015-10-22T11:20:05.845+05:30,2013-05-08,1 RK,5,2008-05-09,East,ACTIVE,360,1,0,0,0,1,1,0,None,0,None,0,None,None,Western Suburbs,-1
637880,19.09105,72.917437,1900000,Mumbai,Vikhroli East,7600,4,3,Apartment,0,2015-10-31T20:51:40.861+05:30,2015-12-24,1 RK,0,2015-10-31,East,ACTIVE,250,1,1,0,0,1,0,0,Municipal Water,0,None,1,Basic,None,Central Bombay,-1
610684,19.054068,72.831024,6000000,Mumbai,Bandra West,13043,4,1,Apartment,0,2015-10-19T12:48:32.290+05:30,2015-10-19,1 BHK,5,2010-10-19,North,ACTIVE,460,1,1,0,0,0,0,0,Municipal Water,0,None,0,None,None,Western Suburbs,-1
98291,19.173951,72.882635,7500000,Mumbai,Goregaon East,11682,7,6,Apartment,0,2015-11-09T18:11:16.745+05:30,2014-09-01,1 BHK,9,2005-09-29,North-West,ACTIVE,642,1,1,0,0,1,2,1,Bore and Municipal water,0,None,1,Basic,None,Western Suburbs,-1
650613,19.207697,72.819669,7891650,Mumbai,Kandivali West,10650,22,1,Apartment,0,2015-11-07T00:59:24.374+05:30,2016-04-01,1 BHK,0,2015-11-06,North-West,ACTIVE,741,1,2,0,1,4,0,0,Municipal Water,0,None,0,Advanced,None,Western Suburbs,-1
661775,19.042775,72.872081,2800000,Mumbai,Sion,9333,8,1,Apartment,0,2015-11-16T20:32:59.698+05:30,2015-11-16,1 BHK,12,2003-11-16,West,ACTIVE,300,1,1,0,0,1,0,0,Municipal Water,0,None,1,Basic,None,Central Bombay,-1
61441,19.221207,72.846125,15500000,Mumbai,Borivali West,14351,7,6,Apartment,0,2015-10-19T18:47:10.137+05:30,2014-05-21,2 BHK,1,2013-05-21,West,ACTIVE,1080,2,3,0,0,1,1,0,Bore and Municipal water,0,None,1,Basic,None,Western Suburbs,-1
659867,19.245782,72.858159,12500000,Mumbai,Dahisar West,13157,19,4,Apartment,0,2015-11-16T12:55:06.246+05:30,2015-11-14,2 BHK,5,2010-11-14,East,ACTIVE,950,2,2,0,0,2,0,0,Bore and Municipal water,0,None,0,Advanced,None,Western Suburbs,-1
654655,19.063389,72.914351,1380000,Mumbai,Shivaji Nagar,6900,7,5,Apartment,0,2015-11-09T19:17:58.896+05:30,2015-11-09,1 RK,12,2003-11-09,North,ACTIVE,200,1,1,0,0,1,1,0,Municipal Water,0,None,1,None,None,Mumbai Harbour,-1
618599,19.071262,72.897454,7500000,Mumbai,Tilak Nagar,13636,8,2,Apartment,0,2015-10-22T22:56:09.005+05:30,2015-10-22,1 BHK,7,2008-10-22,East,ACTIVE,550,1,1,0,0,1,0,1,Bore and Municipal water,0,Full,1,Advanced,None,Mumbai Harbour,-1
648367,19.068127,72.898379,11000000,Mumbai,Tilak Nagar,10000,15,4,Apartment,0,2015-11-06T02:28:01.156+05:30,2016-02-14,2 BHK,1,2014-11-05,South,ACTIVE,1100,2,2,0,0,2,1,0,Municipal Water,0,Full,1,Basic,None,Mumbai Harbour,-1
620546,19.220878,72.840154,8700000,Mumbai,Borivali West,13920,8,3,Apartment,0,2015-10-24T02:37:27.425+05:30,2015-10-23,1 BHK,12,2003-10-23,South,ACTIVE,625,1,2,0,0,1,1,1,Bore and Municipal water,0,None,1,Basic,None,Western Suburbs,-1
638692,19.172078,72.963114,2000000,Mumbai,Mulund East,6250,4,4,Apartment,0,2015-11-06T13:11:54.845+05:30,2015-10-31,1 BHK,2,2013-10-31,West,ACTIVE,320,1,1,0,0,0,0,0,Municipal Water,0,None,0,None,None,Central Bombay,-1
647885,19.20145,72.835638,2550000,Mumbai,Kandivali West,6800,8,4,Apartment,0,2015-11-05T18:56:44.577+05:30,2015-11-05,1 RK,10,2005-11-05,East,ACTIVE,375,1,1,0,0,1,0,0,Municipal Water,0,None,0,Basic,None,Western Suburbs,-1
618111,19.208424,72.819137,5000000,Mumbai,Kandivali West,13333,8,7,Apartment,0,2015-10-22T14:25:24.191+05:30,2015-10-22,1 RK,14,2001-10-22,North-West,ACTIVE,375,1,1,0,0,1,0,0,Municipal Water,0,None,0,Basic,None,Western Suburbs,-1
614499,19.234871,72.831165,7300000,Mumbai,Borivali West,12166,8,7,Apartment,0,2015-10-21T03:19:26.161+05:30,2015-10-20,1 BHK,9,2006-10-20,North,ACTIVE,600,1,2,1,1,1,1,0,Municipal Water,0,None,1,Basic,None,Western Suburbs,-1
630627,19.174234,72.962515,4500000,Mumbai,Mulund East,12000,8,1,Apartment,0,2015-10-29T00:16:11.949+05:30,2015-10-28,1 BHK,0,2015-10-28,East,ACTIVE,375,1,1,0,0,2,0,0,Municipal Water,0,None,1,Basic,None,Central Bombay,-1
652558,19.160377,72.836468,14000000,Mumbai,Goregaon West,14358,22,17,Apartment,0,2015-11-14T16:29:48.837+05:30,2015-11-07,2 BHK,0,2015-11-07,North,ACTIVE,975,2,2,0,1,2,0,0,Municipal Water,0,None,1,Advanced,None,Western Suburbs,-1
659540,19.174163,72.871247,8000000,Mumbai,Goregaon East,12698,7,5,Apartment,0,2015-11-14T18:52:15.093+05:30,2015-11-05,1 BHK,15,2000-11-14,North-West,ACTIVE,630,1,2,0,0,1,1,1,Municipal Water,0,None,1,Advanced,None,Western Suburbs,-1
642048,19.181957,72.864133,9000000,Mumbai,Malad East,13846,8,3,Apartment,0,2015-11-03T04:31:01.987+05:30,2015-11-02,1 BHK,10,2005-11-03,West,ACTIVE,650,1,2,0,0,1,1,0,Municipal Water,0,None,1,Basic,None,Western Suburbs,-1
649724,19.047213,72.859524,3500000,Mumbai,Dharavi,11666,20,15,Apartment,0,2015-11-06T17:20:11.969+05:30,2015-11-06,1 BHK,1,2014-11-06,North-East,ACTIVE,300,1,1,0,0,1,0,0,Bore and Municipal water,0,Partial,1,Advanced,None,Central Bombay,-1
90207,19.090983,72.917515,8500000,Mumbai,Vikhroli East,12592,16,12,Apartment,0,2015-10-21T10:26:22.654+05:30,2014-09-06,1 BHK,1,2013-09-05,North,ACTIVE,675,1,2,0,0,2,2,0,Municipal Water,0,None,1,Basic,None,Central Bombay,-1
640716,19.165485,72.96243,9500000,Mumbai,Mulund East,14615,8,6,Apartment,0,2015-11-02T19:22:01.153+05:30,2015-11-02,1 BHK,15,2000-11-02,West,ACTIVE,650,1,1,0,0,1,0,0,Municipal Water,0,None,1,Basic,None,Central Bombay,-1
648358,19.120215,72.827456,4000000,Mumbai,Andheri West,10000,8,3,Apartment,0,2015-11-05T20:04:41.397+05:30,2015-11-06,1 RK,10,2005-11-05,South,ACTIVE,400,1,1,0,0,1,0,0,Municipal Water,0,None,1,Basic,None,Western Suburbs,-1
650861,19.222577,72.858789,12600000,Mumbai,Borivali East,12413,13,1,Apartment,0,2015-11-07T00:35:59.575+05:30,2016-02-25,2 BHK,3,2012-11-06,North-West,ACTIVE,1015,2,2,0,0,2,0,0,Bore and Municipal water,0,None,1,Basic,None,Western Suburbs,-1
637138,19.143593,72.805486,2100000,Mumbai,Andheri West,7636,4,3,Apartment,0,2015-10-31T11:21:13.805+05:30,2015-10-31,1 RK,8,2007-10-30,North-East,ACTIVE,275,1,1,0,0,0,0,0,Municipal Water,0,None,1,Basic,None,Western Suburbs,-1
638589,19.172078,72.963114,1600000,Mumbai,Mulund East,6400,5,4,Apartment,0,2015-11-01T00:47:03.347+05:30,2015-10-31,1 RK,2,2013-10-31,North,ACTIVE,250,1,1,0,0,0,0,0,Municipal Water,0,None,0,None,None,Central Bombay,-1
606805,19.2009,72.82045,12000000,Mumbai,Malad West,12000,24,3,Apartment,0,2015-10-28T12:32:49.535+05:30,2015-10-15,2 BHK,1,2014-10-16,North-West,ACTIVE,1000,2,2,0,0,2,1,1,Bore and Municipal water,0,None,1,None,None,Western Suburbs,-1
82394,19.242321,72.869474,5900000,Mumbai,Dahisar East,12164,4,0,Apartment,0,2015-11-07T11:24:45.372+05:30,2014-08-04,1 BHK,12,2002-08-04,West,ACTIVE,485,1,1,0,0,0,2,0,Municipal Water,0,None,1,Basic,None,Western Suburbs,-1
618414,19.208613,72.877617,8000000,Mumbai,Kandivali East,14035,8,5,Apartment,0,2015-10-22T21:16:55.351+05:30,2015-10-22,1 BHK,10,2005-10-22,South,ACTIVE,570,1,2,1,1,2,1,1,Municipal Water,0,None,1,Advanced,None,Western Suburbs,-1
630393,19.154342,72.884392,4000000,Mumbai,Goregaon East,7604,20,1,Apartment,0,2015-10-28T19:13:26.286+05:30,2015-10-28,1 BHK,2,2013-10-28,North,ACTIVE,526,1,1,0,0,2,1,0,Municipal Water,0,None,1,Advanced,None,Western Suburbs,-1
638809,19.180461,72.864421,5800000,Mumbai,Malad East,14146,16,7,Apartment,0,2015-10-31T22:54:05.564+05:30,2015-11-30,1 RK,1,2014-10-31,West,ACTIVE,410,1,2,0,0,2,0,0,Bore and Municipal water,0,None,1,Advanced,None,Western Suburbs,-1
638194,19.194215,72.826555,11000000,Mumbai,Malad West,11578,20,5,Apartment,0,2015-10-31T18:56:37.991+05:30,2015-11-01,2 BHK,2,2013-10-31,South,ACTIVE,950,2,2,1,1,2,1,0,Municipal Water,0,None,0,Advanced,None,Western Suburbs,-1
636754,19.091148,72.894111,6500000,Mumbai,Sakinaka,10317,3,0,Apartment,0,2015-10-31T04:04:03.923+05:30,2015-10-28,1 BHK,15,2000-10-30,North-West,ACTIVE,630,1,1,0,0,0,1,0,Municipal Water,0,None,1,None,None,Western Suburbs,-1
661787,19.042404,72.872348,8000000,Mumbai,Sion,12269,8,7,Apartment,0,2015-11-16T20:39:03.862+05:30,2015-11-14,1 BHK,4,2011-11-16,East,ACTIVE,652,1,1,0,0,2,1,0,Municipal Water,0,Partial,1,Basic,None,Central Bombay,-1
647949,19.197566,72.871161,15200000,Mumbai,Kandivali East,13571,20,12,Apartment,0,2015-11-06T00:45:30.284+05:30,2015-11-06,2 BHK,1,2014-11-05,North-East,ACTIVE,1120,2,2,1,1,3,1,1,Bore and Municipal water,0,Full,1,Advanced,None,Western Suburbs,-1
640689,19.053384,72.933294,2350000,Mumbai,Govandi,7230,7,1,Apartment,0,2015-11-02T19:30:24.133+05:30,2015-11-02,1 BHK,15,2000-11-02,South-East,ACTIVE,325,1,1,0,0,2,0,0,Municipal Water,0,None,1,None,None,Mumbai Harbour,-1
636349,19.150292,72.933658,7500000,Mumbai,Bhandup West,10791,23,3,Apartment,0,2015-10-30T21:43:07.935+05:30,2016-01-31,1 BHK,0,2015-10-30,West,ACTIVE,695,1,1,0,0,2,0,0,Municipal Water,0,None,1,Basic,None,Central Bombay,-1
622824,19.236221,72.844356,12700000,Mumbai,Borivali West,11545,13,11,Apartment,0,2015-10-25T00:28:11.415+05:30,2015-12-31,2 BHK,0,2015-10-24,West,ACTIVE,1100,2,2,0,0,2,0,0,Municipal Water,0,None,0,Basic,None,Western Suburbs,-1
615229,19.167072,72.853975,10900000,Mumbai,Goregaon East,9083,27,4,Apartment,0,2015-10-21T04:26:02.597+05:30,2016-01-31,2 BHK,0,2015-10-20,South-East,ACTIVE,1200,2,2,0,0,2,0,0,Municipal Water,0,None,0,Basic,None,Western Suburbs,-1
623411,19.178065,72.816117,4500000,Mumbai,Malad West,5844,8,1,Apartment,0,2015-10-25T02:53:48.273+05:30,2015-10-31,1 BHK,1,2014-10-24,East,ACTIVE,770,1,2,0,0,1,2,0,Bore and Municipal water,0,None,1,Advanced,None,Western Suburbs,-1
632759,19.150452,72.93306,7500000,Mumbai,Bhandup West,10791,23,1,Apartment,0,2015-10-29T18:55:37.941+05:30,2016-01-31,1 BHK,0,2015-10-29,West,ACTIVE,695,1,2,0,0,2,0,0,Municipal Water,0,None,1,Basic,None,Central Bombay,-1
599988,19.157199,72.951185,4000000,Mumbai,Mulund East,11428,5,0,Apartment,0,2015-11-02T12:31:54.143+05:30,2015-10-14,1 BHK,0,2015-10-14,East,ACTIVE,350,1,1,0,0,0,0,0,Municipal Water,0,None,0,None,None,Central Bombay,-1
610764,19.167688,72.950819,4200000,Mumbai,Mulund West,11200,9,1,Apartment,0,2015-10-19T14:40:21.310+05:30,2015-10-19,1 BHK,0,2015-10-19,West,ACTIVE,375,1,1,0,0,2,0,0,Municipal Water,0,None,1,Basic,None,Central Bombay,-1
648780,19.242954,72.866954,14500000,Mumbai,Dahisar East,13809,22,14,Apartment,0,2015-11-06T05:27:23.339+05:30,2016-01-25,2 BHK,0,2015-11-05,North-West,ACTIVE,1050,2,2,0,0,2,2,0,Bore and Municipal water,0,None,1,Advanced,None,Western Suburbs,-1
618561,19.234284,72.853877,16000000,Mumbai,Borivali West,12800,22,14,Apartment,0,2015-10-22T21:52:14.220+05:30,2016-01-01,2.5 BHK,0,2015-10-22,South-West,ACTIVE,1250,3,2,0,0,2,0,0,Bore and Municipal water,0,None,0,Advanced,None,Western Suburbs,-1
59199,19.234422,72.847932,15800000,Mumbai,Borivali West,13057,12,10,Apartment,0,2015-10-27T15:25:09.390+05:30,2014-05-08,2 BHK,2,2012-05-09,East,ACTIVE,1210,2,3,0,0,1,1,0,None,0,None,1,Basic,None,Western Suburbs,-1
644627,19.159942,72.930826,5800000,Mumbai,Bhandup West,10545,8,7,Apartment,0,2015-11-05T16:01:46.772+05:30,2015-11-01,1 BHK,6,2009-11-04,West,ACTIVE,550,1,1,0,0,1,0,0,Bore and Municipal water,0,None,1,Advanced,None,Central Bombay,-1
618962,18.983476,72.839221,3000000,Mumbai,Byculla,9230,24,20,Apartment,0,2015-11-07T14:50:29.061+05:30,2015-10-31,1 BHK,5,2010-10-22,South-East,ACTIVE,325,1,1,0,0,3,1,0,Municipal Water,0,None,1,Basic,None,South Mumbai,-1
648736,19.250251,72.855714,8700000,Mumbai,Dahisar West,13488,13,10,Apartment,0,2015-11-07T18:41:52.860+05:30,2015-11-05,1 BHK,1,2014-11-05,East,ACTIVE,645,1,2,0,0,2,2,0,Bore and Municipal water,0,None,1,Advanced,None,Western Suburbs,-1
620997,19.22255,72.858774,13000000,Mumbai,Borivali East,12621,17,7,Apartment,0,2015-10-24T02:18:32.001+05:30,2016-03-31,2 BHK,0,2015-10-23,South,ACTIVE,1030,2,2,0,0,2,0,0,Municipal Water,0,None,1,Basic,None,Western Suburbs,-1
614409,19.208266,72.878075,6900000,Mumbai,Kandivali East,12000,8,3,Apartment,0,2015-10-21T00:22:36.364+05:30,2015-10-21,1 BHK,8,2007-10-20,East,ACTIVE,575,1,2,1,1,2,0,1,Bore and Municipal water,0,None,1,Advanced,None,Western Suburbs,-1
606862,19.178918,72.814217,12000000,Mumbai,Malad West,12000,13,11,Apartment,0,2015-10-28T12:10:48.531+05:30,2015-10-15,2 BHK,1,2014-10-16,North-East,ACTIVE,1000,2,2,0,0,2,1,0,Bore and Municipal water,0,None,1,None,None,Western Suburbs,-1
655080,19.197884,72.839101,14200000,Mumbai,Malad West,13271,23,15,Apartment,0,2015-11-10T04:31:11.187+05:30,2015-11-17,2 BHK,1,2014-11-09,North-East,ACTIVE,1070,2,2,0,1,2,0,0,Bore and Municipal water,0,Full,1,Advanced,None,Western Suburbs,-1
